Category,Category (copy),City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Segment (Blues),Ship Date,Ship Mode,State,Sub-Category,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Ratio,Quantity,Sales
Office Supplies,Office Supplies,Houston,United States,GM-14455,Gary Mitchum,5/4/2017,CA-2017-159695,77095,OFF-ST-10003442,Eldon Portable Mobile Manager,Central,89,Home Office,Home Office,10/4/2017,Second Class,Texas,Storage,2017,1,0.2,1,0,0,0,13.8572,9%,7,158.368
Office Supplies,Office Supplies,Los Angeles,United States,JS-15685,Jim Sink,17-09-2017,CA-2017-109806,90036,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,West,90,Corporate,Corporate,22-09-2017,Standard Class,California,Art,2017,1,0,1,0,1,0,6.633,33%,3,20.1
Technology,Technology,Los Angeles,United States,JS-15685,Jim Sink,17-09-2017,CA-2017-109806,90036,TEC-PH-10004093,Panasonic Kx-TS550,West,91,Corporate,Corporate,22-09-2017,Standard Class,California,Phones,2017,1,0.2,1,0,1,0,8.2782,11%,2,73.584
Office Supplies,Office Supplies,Los Angeles,United States,JS-15685,Jim Sink,17-09-2017,CA-2017-109806,90036,OFF-PA-10000304,Xerox 1995,West,92,Corporate,Corporate,22-09-2017,Standard Class,California,Paper,2017,1,0,1,0,1,0,3.1104,48%,1,6.48
Office Supplies,Office Supplies,Minneapolis,United States,KB-16315,Karl Braun,31-01-2016,CA-2016-149587,55407,OFF-PA-10003177,Xerox 1999,Central,93,Consumer,Consumer,5/2/2016,Second Class,Minnesota,Paper,2016,1,0,1,0,1,0,6.2208,48%,2,12.96
Furniture,Furniture,Minneapolis,United States,KB-16315,Karl Braun,31-01-2016,CA-2016-149587,55407,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Central,94,Consumer,Consumer,5/2/2016,Second Class,Minnesota,Furnishings,2016,1,0,1,0,1,0,16.5354,31%,3,53.34
Office Supplies,Office Supplies,Minneapolis,United States,KB-16315,Karl Braun,31-01-2016,CA-2016-149587,55407,OFF-BI-10002852,Ibico Standard Transparent Covers,Central,95,Consumer,Consumer,5/2/2016,Second Class,Minnesota,Binders,2016,1,0,1,0,1,0,16.1504,49%,2,32.96
Office Supplies,Office Supplies,Portland,United States,RB-19705,Roger Barcio,6/11/2018,US-2018-109484,97206,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,West,96,Home Office,Home Office,12/11/2018,Standard Class,Oregon,Binders,2018,1,0.7,1,0,1,0,-3.788,-67%,1,5.682
Furniture,Furniture,New York City,United States,PN-18775,Parhena Norris,9/11/2018,CA-2018-161018,10009,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,East,97,Home Office,Home Office,11/11/2018,Second Class,New York,Furnishings,2018,1,0,1,1,1,0.5,40.5426,42%,7,96.53
Office Supplies,Office Supplies,San Francisco,United States,KD-16345,Katherine Ducich,17-06-2018,CA-2018-157833,94122,OFF-BI-10001721,Trimflex Flexible Post Binders,West,98,Consumer,Consumer,20-06-2018,First Class,California,Binders,2018,1,0.2,1,0,1,0,17.9592,35%,3,51.312
Office Supplies,Office Supplies,Saint Paul,United States,ER-13855,Elpida Rittenbach,6/9/2017,CA-2017-149223,55106,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Central,99,Corporate,Corporate,11/9/2017,Standard Class,Minnesota,Appliances,2017,1,0,1,0,0,0,22.5852,29%,6,77.88
Office Supplies,Office Supplies,Chicago,United States,RB-19465,Rick Bensley,29-08-2017,CA-2017-158568,60610,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Central,100,Home Office,Home Office,2/9/2017,Standard Class,Illinois,Paper,2017,1,0.2,1,0,1,0,22.6184,35%,7,64.624
Technology,Technology,Chicago,United States,RB-19465,Rick Bensley,29-08-2017,CA-2017-158568,60610,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Central,101,Home Office,Home Office,2/9/2017,Standard Class,Illinois,Accessories,2017,1,0.2,1,0,1,0,-10.7973,-11%,3,95.976
Office Supplies,Office Supplies,Chicago,United States,RB-19465,Rick Bensley,29-08-2017,CA-2017-158568,60610,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Central,102,Home Office,Home Office,2/9/2017,Standard Class,Illinois,Binders,2017,1,0.8,1,0,1,0,-3.0396,-170%,3,1.788
Office Supplies,Office Supplies,Rochester,United States,GZ-14470,Gary Zandusky,1/12/2017,CA-2017-129903,55901,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Central,103,Consumer,Consumer,4/12/2017,Second Class,Minnesota,Paper,2017,1,0,1,0,1,0,11.7208,49%,4,23.92
Technology,Technology,Aurora,United States,LC-16870,Lena Cacioppo,13-11-2016,US-2016-156867,80013,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,West,104,Consumer,Consumer,17-11-2016,Standard Class,Colorado,Accessories,2016,1,0.2,1,0,1,0,-26.8758,-11%,6,238.896
Furniture,Furniture,Aurora,United States,LC-16870,Lena Cacioppo,13-11-2016,US-2016-156867,80013,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",West,105,Consumer,Consumer,17-11-2016,Standard Class,Colorado,Furnishings,2016,1,0.2,1,0,1,0,-3.8385,-4%,3,102.36
Office Supplies,Office Supplies,Aurora,United States,LC-16870,Lena Cacioppo,13-11-2016,US-2016-156867,80013,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",West,106,Consumer,Consumer,17-11-2016,Standard Class,Colorado,Binders,2016,1,0.7,1,0,1,0,-25.8174,-70%,3,36.882
Technology,Technology,Charlotte,United States,JM-15250,Janet Martin,23-11-2018,CA-2018-119004,28205,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,South,107,Consumer,Consumer,28-11-2018,Standard Class,North Carolina,Accessories,2018,1,0.2,1,0,1,0,17.6016,24%,8,74.112
Technology,Technology,Charlotte,United States,JM-15250,Janet Martin,23-11-2018,CA-2018-119004,28205,TEC-PH-10002844,Speck Products Candyshell Flip Case,South,108,Consumer,Consumer,28-11-2018,Standard Class,North Carolina,Phones,2018,1,0.2,1,0,1,0,2.0994,8%,1,27.992
Office Supplies,Office Supplies,Charlotte,United States,JM-15250,Janet Martin,23-11-2018,CA-2018-119004,28205,OFF-AR-10000390,Newell Chalk Holder,South,109,Consumer,Consumer,28-11-2018,Standard Class,North Carolina,Art,2018,1,0.2,1,0,1,0,1.0738,33%,1,3.304
Technology,Technology,Orland Park,United States,PA-19060,Pete Armstrong,15-10-2016,CA-2016-129476,60462,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Central,110,Home Office,Home Office,20-10-2016,Standard Class,Illinois,Accessories,2016,1,0.2,1,0,0,0,67.992,20%,5,339.96
Furniture,Furniture,New York City,United States,CV-12805,Cynthia Voltz,25-12-2018,CA-2018-146780,10035,FUR-FU-10001934,Magnifier Swing Arm Lamp,East,111,Corporate,Corporate,30-12-2018,Standard Class,New York,Furnishings,2018,1,0,1,1,1,0.5,10.9096,26%,2,41.96
Office Supplies,Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,3/11/2017,CA-2017-128867,50322,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,112,Consumer,Consumer,10/11/2017,Standard Class,Iowa,Art,2017,1,0,1,0,1,0,22.788,30%,2,75.96
Office Supplies,Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,3/11/2017,CA-2017-128867,50322,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Central,113,Consumer,Consumer,10/11/2017,Standard Class,Iowa,Binders,2017,1,0,1,0,1,0,13.3476,49%,6,27.24
Office Supplies,Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,25-08-2015,CA-2015-115259,43229,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",East,114,Consumer,Consumer,27-08-2015,Second Class,Ohio,Fasteners,2015,1,0.2,1,1,1,0.5,14.5348,36%,14,40.096
Office Supplies,Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,25-08-2015,CA-2015-115259,43229,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",East,115,Consumer,Consumer,27-08-2015,Second Class,Ohio,Envelopes,2015,1,0.2,1,1,1,0.5,1.652,35%,2,4.72
Office Supplies,Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,25-08-2015,CA-2015-115259,43229,OFF-PA-10004965,Xerox 1921,East,116,Consumer,Consumer,27-08-2015,Second Class,Ohio,Paper,2015,1,0.2,1,1,1,0.5,7.4925,31%,3,23.976
Office Supplies,Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,25-08-2015,CA-2015-115259,43229,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",East,117,Consumer,Consumer,27-08-2015,Second Class,Ohio,Envelopes,2015,1,0.2,1,1,1,0.5,44.0316,34%,6,130.464
Furniture,Furniture,Seattle,United States,DK-13090,Dave Kipp,2/3/2016,CA-2016-110457,98103,FUR-TA-10001768,Hon Racetrack Conference Tables,West,118,Consumer,Consumer,6/3/2016,Standard Class,Washington,Tables,2016,1,0,1,0,1,0,165.3813,21%,3,787.53
Office Supplies,Office Supplies,Bristol,United States,GG-14650,Greg Guthrie,5/4/2016,US-2016-136476,37620,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,South,119,Corporate,Corporate,10/4/2016,Standard Class,Tennessee,Binders,2016,1,0.7,1,0,1,0,-115.7156,-73%,1,157.794
Furniture,Furniture,Wilmington,United States,SC-20725,Steven Cartwright,12/6/2017,CA-2017-103730,19805,FUR-FU-10002157,Artistic Insta-Plaque,East,120,Consumer,Consumer,15-06-2017,First Class,Delaware,Furnishings,2017,1,0,1,1,1,0.5,18.3456,39%,3,47.04
Office Supplies,Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,12/6/2017,CA-2017-103730,19805,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,East,121,Consumer,Consumer,15-06-2017,First Class,Delaware,Binders,2017,1,0,1,1,1,0.5,13.878,45%,4,30.84
Office Supplies,Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,12/6/2017,CA-2017-103730,19805,OFF-ST-10000777,"Companion Letter/Legal File, Black",East,122,Consumer,Consumer,15-06-2017,First Class,Delaware,Storage,2017,1,0,1,1,1,0.5,63.4368,28%,6,226.56
Office Supplies,Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,12/6/2017,CA-2017-103730,19805,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,East,123,Consumer,Consumer,15-06-2017,First Class,Delaware,Envelopes,2017,1,0,1,1,1,0.5,51.759,45%,9,115.02
Technology,Technology,Wilmington,United States,SC-20725,Steven Cartwright,12/6/2017,CA-2017-103730,19805,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,East,124,Consumer,Consumer,15-06-2017,First Class,Delaware,Phones,2017,1,0,1,1,1,0.5,19.7316,29%,7,68.04
Furniture,Furniture,Houston,United States,AD-10180,Alan Dominguez,26-12-2015,US-2015-152030,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Central,125,Home Office,Home Office,28-12-2015,Second Class,Texas,Chairs,2015,1,0.3,1,0,1,0,-8.5794,-1%,3,600.558
Furniture,Furniture,Bloomington,United States,PF-19165,Philip Fox,20-09-2015,US-2015-134614,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Central,126,Consumer,Consumer,25-09-2015,Standard Class,Illinois,Tables,2015,1,0.5,1,0,1,0,-407.682,-66%,6,617.7
Office Supplies,Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,5/11/2018,US-2018-107272,85023,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",West,127,Consumer,Consumer,12/11/2018,Standard Class,Arizona,Binders,2018,1,0.7,1,0,1,0,-1.8308,-77%,2,2.388
Office Supplies,Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,5/11/2018,US-2018-107272,85023,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",West,128,Consumer,Consumer,12/11/2018,Standard Class,Arizona,Storage,2018,1,0.2,1,0,1,0,30.499,13%,7,243.992
Furniture,Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,6/11/2017,US-2017-125969,90004,FUR-CH-10001146,"Global Task Chair, Black",West,129,Home Office,Home Office,10/11/2017,Second Class,California,Chairs,2017,1,0.2,1,0,1,0,-9.1602,-11%,2,81.424
Furniture,Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,6/11/2017,US-2017-125969,90004,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,West,130,Home Office,Home Office,10/11/2017,Second Class,California,Furnishings,2017,1,0,1,0,1,0,26.2416,11%,3,238.56
Technology,Technology,Columbus,United States,DW-13585,Dorothy Wardle,2/2/2018,US-2018-164147,43229,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,131,Corporate,Corporate,5/2/2018,First Class,Ohio,Phones,2018,1,0.4,1,1,1,0.5,-11.994,-20%,5,59.97
Office Supplies,Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,2/2/2018,US-2018-164147,43229,OFF-PA-10002377,Xerox 1916,East,132,Corporate,Corporate,5/2/2018,First Class,Ohio,Paper,2018,1,0.2,1,1,1,0.5,29.364,38%,2,78.304
Office Supplies,Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,2/2/2018,US-2018-164147,43229,OFF-FA-10002780,Staples,East,133,Corporate,Corporate,5/2/2018,First Class,Ohio,Fasteners,2018,1,0.2,1,1,1,0.5,6.9732,33%,9,21.456
Office Supplies,Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2017,CA-2017-145583,95661,OFF-PA-10001804,Xerox 195,West,134,Consumer,Consumer,19-10-2017,Standard Class,California,Paper,2017,1,0,1,0,1,0,9.6192,48%,3,20.04
Office Supplies,Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2017,CA-2017-145583,95661,OFF-PA-10001736,Xerox 1880,West,135,Consumer,Consumer,19-10-2017,Standard Class,California,Paper,2017,1,0,1,0,1,0,16.6568,47%,1,35.44
Office Supplies,Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2017,CA-2017-145583,95661,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",West,136,Consumer,Consumer,19-10-2017,Standard Class,California,Art,2017,1,0,1,0,1,0,3.456,30%,4,11.52
Office Supplies,Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2017,CA-2017-145583,95661,OFF-FA-10002988,Ideal Clamps,West,137,Consumer,Consumer,19-10-2017,Standard Class,California,Fasteners,2017,1,0,1,0,1,0,1.9698,49%,2,4.02
Office Supplies,Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2017,CA-2017-145583,95661,OFF-BI-10004781,GBC Wire Binding Strips,West,138,Consumer,Consumer,19-10-2017,Standard Class,California,Binders,2017,1,0.2,1,0,1,0,26.6616,35%,3,76.176
Office Supplies,Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2017,CA-2017-145583,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,West,139,Consumer,Consumer,19-10-2017,Standard Class,California,Supplies,2017,1,0,1,0,1,0,18.4464,28%,6,65.88
Furniture,Furniture,Roseville,United States,LC-16885,Lena Creighton,13-10-2017,CA-2017-145583,95661,FUR-FU-10001706,Longer-Life Soft White Bulbs,West,140,Consumer,Consumer,19-10-2017,Standard Class,California,Furnishings,2017,1,0,1,0,1,0,20.6976,48%,14,43.12
Furniture,Furniture,Philadelphia,United States,JD-15895,Jonathan Doherty,5/9/2017,CA-2017-110366,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,141,Corporate,Corporate,7/9/2017,Second Class,Pennsylvania,Furnishings,2017,1,0.2,1,1,1,0.5,10.35,13%,2,82.8
Office Supplies,Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,18-09-2018,CA-2018-106180,94122,OFF-AR-10000940,Newell 343,West,142,Corporate,Corporate,23-09-2018,Standard Class,California,Art,2018,1,0,1,0,1,0,2.3814,27%,3,8.82
Office Supplies,Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,18-09-2018,CA-2018-106180,94122,OFF-EN-10004030,Convenience Packs of Business Envelopes,West,143,Corporate,Corporate,23-09-2018,Standard Class,California,Envelopes,2018,1,0,1,0,1,0,5.1042,47%,3,10.86
Office Supplies,Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,18-09-2018,CA-2018-106180,94122,OFF-PA-10004327,Xerox 1911,West,144,Corporate,Corporate,23-09-2018,Standard Class,California,Paper,2018,1,0,1,0,1,0,68.976,48%,3,143.7
Office Supplies,Office Supplies,Independence,United States,SG-20080,Sandra Glassco,22-12-2018,CA-2018-155376,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Central,145,Consumer,Consumer,27-12-2018,Standard Class,Missouri,Appliances,2018,1,0,1,0,0,0,218.2518,26%,3,839.43
Office Supplies,Office Supplies,Pasadena,United States,HA-14920,Helen Andreada,7/9/2016,CA-2016-110744,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,West,146,Consumer,Consumer,12/9/2016,Standard Class,California,Storage,2016,1,0,1,0,1,0,20.1579,3%,7,671.93
Furniture,Furniture,Newark,United States,MG-17680,Maureen Gastineau,22-10-2015,CA-2015-110072,43055,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",East,147,Home Office,Home Office,28-10-2015,Standard Class,Ohio,Furnishings,2015,1,0.2,1,1,1,0.5,12.9096,14%,4,93.888
Technology,Technology,Franklin,United States,JE-16165,Justin Ellison,5/12/2017,CA-2017-114489,53132,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,148,Corporate,Corporate,9/12/2017,Standard Class,Wisconsin,Phones,2017,1,0,1,0,0,0,103.8015,27%,11,384.45
Technology,Technology,Franklin,United States,JE-16165,Justin Ellison,5/12/2017,CA-2017-114489,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Central,149,Corporate,Corporate,9/12/2017,Standard Class,Wisconsin,Phones,2017,1,0,1,0,0,0,5.9988,4%,3,149.97
Furniture,Furniture,Franklin,United States,JE-16165,Justin Ellison,5/12/2017,CA-2017-114489,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,150,Corporate,Corporate,9/12/2017,Standard Class,Wisconsin,Chairs,2017,1,0,1,0,0,0,585.552,30%,8,"1,951.84"
Office Supplies,Office Supplies,Franklin,United States,JE-16165,Justin Ellison,5/12/2017,CA-2017-114489,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Central,151,Corporate,Corporate,9/12/2017,Standard Class,Wisconsin,Binders,2017,1,0,1,0,0,0,80.6285,47%,5,171.55
Office Supplies,Office Supplies,Scottsdale,United States,TW-21025,Tamara Willingham,13-03-2017,CA-2017-158834,85254,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,152,Home Office,Home Office,16-03-2017,First Class,Arizona,Appliances,2017,1,0.2,1,0,1,0,17.766,11%,5,157.92
Technology,Technology,Scottsdale,United States,TW-21025,Tamara Willingham,13-03-2017,CA-2017-158834,85254,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,153,Home Office,Home Office,16-03-2017,First Class,Arizona,Phones,2017,1,0.2,1,0,1,0,15.2388,8%,2,203.184
Office Supplies,Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,31-05-2016,CA-2016-124919,95123,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,154,Corporate,Corporate,2/6/2016,First Class,California,Paper,2016,1,0,1,0,1,0,26.271,45%,7,58.38
Office Supplies,Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,31-05-2016,CA-2016-124919,95123,OFF-PA-10002254,Xerox 1883,West,155,Corporate,Corporate,2/6/2016,First Class,California,Paper,2016,1,0,1,0,1,0,48.5392,46%,4,105.52
Office Supplies,Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,31-05-2016,CA-2016-124919,95123,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",West,156,Corporate,Corporate,2/6/2016,First Class,California,Storage,2016,1,0,1,0,1,0,21.0288,26%,6,80.88
Office Supplies,Office Supplies,Seattle,United States,NK-18490,Neil Knudson,28-05-2016,CA-2016-118948,98105,OFF-AR-10001547,Newell 311,West,157,Home Office,Home Office,3/6/2016,Standard Class,Washington,Art,2016,1,0,1,0,1,0,1.7901,27%,3,6.63
Furniture,Furniture,Seattle,United States,DB-13060,Dave Brooks,1/3/2015,CA-2015-104269,98115,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,West,158,Consumer,Consumer,6/3/2015,Second Class,Washington,Chairs,2015,1,0.2,1,0,1,0,51.4764,11%,2,457.568
Office Supplies,Office Supplies,Edmond,United States,NP-18670,Nora Paige,20-11-2017,CA-2017-114104,73034,OFF-LA-10002475,Avery 519,Central,159,Consumer,Consumer,24-11-2017,Standard Class,Oklahoma,Labels,2017,1,0,1,0,1,0,6.8714,47%,2,14.62
Technology,Technology,Edmond,United States,NP-18670,Nora Paige,20-11-2017,CA-2017-114104,73034,TEC-PH-10004536,Avaya 5420 Digital phone,Central,160,Consumer,Consumer,24-11-2017,Standard Class,Oklahoma,Phones,2017,1,0,1,0,1,0,236.2325,25%,7,944.93
Office Supplies,Office Supplies,Los Angeles,United States,TT-21070,Ted Trevino,11/5/2017,CA-2017-162733,90045,OFF-PA-10002751,Xerox 1920,West,161,Consumer,Consumer,12/5/2017,First Class,California,Paper,2017,1,0,1,0,1,0,2.691,45%,1,5.98
Technology,Technology,Philadelphia,United States,EM-13960,Eric Murdock,28-12-2016,CA-2016-119697,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,East,162,Consumer,Consumer,31-12-2016,Second Class,Pennsylvania,Accessories,2016,1,0.2,1,1,1,0.5,1.3596,2%,2,54.384
Office Supplies,Office Supplies,Carlsbad,United States,RD-19900,Ruben Dartt,16-11-2017,CA-2017-154508,88220,OFF-EN-10001990,Staple envelope,West,163,Consumer,Consumer,20-11-2017,Standard Class,New Mexico,Envelopes,2017,1,0,1,0,1,0,13.348,47%,5,28.4
Office Supplies,Office Supplies,Seattle,United States,MJ-17740,Max Jones,7/11/2017,CA-2017-113817,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,West,164,Consumer,Consumer,11/11/2017,Standard Class,Washington,Binders,2017,1,0.2,1,0,1,0,9.688,35%,2,27.68
